 440.279803,-149.390096,229.301552,119.069761,264.242476,457.607550,231.914782,347.205651,-73.745157,135.719706,297.649329,446.830636,-124.500429,209.254255,-261.937411,72.621440,-603.574094,-162.643715,655.909787,-966.127905,-103.034030,-7.373402,-67.263842,258.694381,-951.331611,519.649229,314.513073,-26.602333,1.033861,-36.434877,-67.787661,92.857242,-223.438371,80.717658,861.221226,840.243322,-14.939206,-85.136789,-132.955857,-83.551151
 329.401666,-194.159353,237.607286,109.770019,270.118372,464.383812,236.883357,357.754239,-77.315640,132.343045,200.017617,381.590950,21.291057,-15.885045,-100.785245,-118.186726,-201.438984,-296.864669,-1090.814823,834.355982,-44.971818,-123.850019,-11.145745,48.771780,458.110502,-527.400907,82.289581,78.283653,30.528964,124.574236,-23.471780,230.194755,-42.324782,241.752219,91.332862,156.682912,149.258332,63.712049,100.030764,124.855806
 252.757066,-221.816198,246.629228,100.986951,279.631520,470.146717,242.192037,374.794739,-96.546951,141.693559,183.783856,358.405036,-182.653566,143.518819,-285.517729,46.337987,-409.391564,-43.048412,637.055243,-735.732973,-269.548766,81.107119,-172.833564,161.737734,-339.940734,218.951612,116.168045,48.735522,45.283976,101.389028,-13.462612,206.437757,-64.707166,265.027478,99.335799,156.684860,164.070459,48.759098,119.371370,133.519433
 195.393328,-235.739535,256.492009,91.666469,288.830688,471.819421,249.865594,386.596844,-101.413839,141.398669,169.244942,347.821262,-76.621515,34.630872,-174.086947,-63.284490,-244.300311,-171.311238,-192.125319,16.281918,-128.304252,-48.119377,-71.995116,56.584660,-184.685603,55.551729,142.983596,31.762473,64.057780,86.931033,-19.665993,220.543472,-92.171202,292.734097,106.656340,158.252463,179.527334,32.947369,138.869970,141.407443
 -159.590099,-271.772698,338.941494,14.094676,355.927134,458.662512,300.462779,484.113176,-206.453891,214.539195,108.428285,293.669676,-11.530009,31.356345,-232.741467,-183.383315,-356.911726,-324.348076,-281.462341,41.554991,-128.465014,-83.451071,-71.578795,142.573391,-351.425018,47.256650,406.521087,-75.948264,207.524926,14.819634,-113.385298,400.398247,-337.853109,527.723977,160.715816,171.302353,305.700181,-104.016082,295.920718,198.436025
 54.400504,38.629156,307.117520,-34.049947,279.555544,315.234825,194.851922,381.076112,-199.499070,301.597533,12.395000,191.288829,64.909199,8.725967,-247.064772,-272.520833,-366.367546,-327.558173,-352.383968,70.963272,-66.071775,-75.736700,-74.630788,210.384620,-281.518683,8.594745,67.503875,127.920244,185.924875,43.782459,-51.443170,385.323199,138.244329,126.836884,106.039926,211.313957,157.294509,31.211297,285.126467,255.350465
 -154.425442,-178.797599,325.675424,-76.563438,374.637742,364.477826,232.033731,519.347860,-262.195187,340.974660,-40.325369,158.328827,127.398793,-64.734188,-260.037853,-356.320313,-405.049486,-349.297314,-454.653058,111.255697,8.750529,-80.005087,-89.946316,276.283209,-362.049624,-30.262778,109.249830,116.826666,276.781597,-18.222254,-94.799224,511.797795,124.018028,123.636062,83.313782,222.020396,176.851608,-37.741163,352.068167,304.275460
 -67.319240,-61.099771,263.001172,-39.802350,342.138793,306.227688,166.571695,453.748652,-192.169353,292.733720,-88.078381,123.337488,123.950059,-94.340815,-259.082124,-366.800004,-412.777908,-304.765011,-489.451300,119.843939,63.694679,-67.279436,-129.251925,297.733363,-351.090557,-38.726708,137.529715,93.308739,297.035969,-31.605689,-80.058364,498.047610,64.069828,148.141834,36.995962,224.933221,185.856597,-71.474202,423.298805,346.643109
 -169.328612,-161.039590,283.754835,-76.805323,411.582926,327.153622,181.818308,541.203301,-246.327997,303.628536,-122.122819,114.701878,124.002983,-135.610712,-260.947526,-398.960345,-447.685337,-297.587786,-485.226493,115.343161,83.396415,-44.637347,-151.323593,323.458063,-325.824118,-52.997149,176.831953,57.513779,312.918907,-34.653596,-60.336890,488.675953,-25.540546,185.316354,-17.555898,218.571832,210.263533,-85.915863,485.220237,364.100948
 -90.655125,-59.071897,255.445984,-53.701105,341.958438,269.111483,127.068978,427.736294,-203.074175,272.800268,-121.919175,124.157120,106.189387,-111.353354,-258.509292,-401.937358,-460.554550,-274.808361,-473.031977,105.014602,73.683561,-19.427414,-164.293277,328.447764,-298.740399,-69.208305,229.203910,8.729347,326.576678,-23.718980,-30.422041,483.222950,-128.363300,236.385940,-62.846028,203.158678,247.778126,-80.772122,506.849246,351.661816
