 5737401.235021 gen 1 block 51 
 4681338.092030 gen 1 block 69 
 6697242.914312 gen 1 block 63 
 6696979.690553 gen 1 block 17 
 6238699.466293 gen 1 block 74 
 6238747.724319 gen 1 block 15 
 6697031.873981 gen 1 block 24 
 4685328.148247 gen 1 block 66 
 5899549.520189 gen 1 block 86 
 5733300.625577 gen 1 block 92 
 5732882.922148 gen 1 block 72 
 8859799.509847 gen 1 block 77 
 6556937.623267 gen 1 block 67 
 8373383.420613 gen 1 block 27 
 6556880.131882 gen 1 block 78 
 6797683.347420 gen 1 block 57 
 6697553.782592 gen 1 block 23 
 6697120.553859 gen 1 block 60 
 8515847.070836 gen 1 block 90 
 6230777.733440 gen 1 block 89 
 6697031.466329 gen 1 block 47 
 6696952.732253 gen 1 block 29 
 5899760.525601 gen 1 block 11 
 5899647.525909 gen 1 block 39 
 8516079.589616 gen 1 block 49 
 7531223.812649 gen 1 block 95 
 5735252.509298 gen 1 block 30 
 5902604.879325 gen 1 block 54 
 6238694.883557 gen 1 block 70 
 6797793.481873 gen 1 block 5 
 5732625.634644 gen 1 block 35 
 6556995.753387 gen 1 block 80 
 7540059.540995 gen 1 block 25 
 6774425.375146 gen 1 block 83 
 6064382.171482 gen 1 block 52 
 8630289.862125 gen 1 block 34 
 5816299.640529 gen 1 block 81 
 6696998.235258 gen 1 block 41 
 6914609.385295 gen 1 block 13 
 6064524.825295 gen 1 block 46 
 7782069.887280 gen 1 block 61 
 5899518.141197 gen 1 block 10 
 6696987.576942 gen 1 block 32 
 7263249.087443 gen 1 block 22 
 3247965.458691 gen 1 block 58 
 6665686.552053 gen 1 block 36 
 6696967.470350 gen 1 block 37 
 6697025.740396 gen 1 block 48 
 6230635.929193 gen 1 block 75 
 8515770.280814 gen 1 block 12 
 3387529.762217 gen 1 block 93 
 5899801.400176 gen 1 block 55 
 6230981.795557 gen 1 block 84 
 4681790.995393 gen 1 block 64 
 6665410.919213 gen 1 block 18 
 5899518.986381 gen 1 block 87 
 3250627.663652 gen 1 block 42 
 6064312.241620 gen 1 block 4 
 4682391.366827 gen 1 block 20 
 6064333.080579 gen 1 block 44 
 6905579.112340 gen 1 block 79 
 5903959.977063 gen 1 block 14 
 4681379.910483 gen 1 block 82 
 3388761.553048 gen 1 block 19 
 7684262.883903 gen 1 block 68 
 5905494.982912 gen 1 block 56 
 6905443.371792 gen 1 block 16 
 9277473.934343 gen 1 block 91 
 6556880.472055 gen 1 block 71 
 6557115.721439 gen 1 block 21 
 6696956.191887 gen 1 block 94 
 5899758.087216 gen 1 block 59 
 5816418.585302 gen 1 block 8 
 7263444.133702 gen 1 block 1 
 4681748.357362 gen 1 block 98 
 8422327.658588 gen 1 block 38 
 6797875.833426 gen 1 block 43 
 6556867.993256 gen 1 block 40 
 6697062.489675 gen 1 block 45 
 5899633.618798 gen 1 block 0 
 6556908.582393 gen 1 block 96 
 6064249.874077 gen 1 block 7 
 5297825.217337 gen 1 block 76 
 7270943.931900 gen 1 block 85 
 5970108.003028 gen 1 block 31 
 6698329.472313 gen 1 block 26 
 6755689.470376 gen 1 block 33 
 6697031.631874 gen 1 block 73 
 6497892.688947 gen 1 block 53 
 6238707.959412 gen 1 block 9 
 5899952.773550 gen 1 block 65 
 6088984.342506 gen 1 block 50 
 6930774.665194 gen 1 block 88 
 6696996.102777 gen 1 block 62 
 7348988.983112 gen 1 block 99 
 6064281.021278 gen 1 block 6 
 6087240.728250 gen 1 block 28 
 6064295.354357 gen 1 block 3 
 6556935.517824 gen 1 block 2 
 6697192.023456 gen 1 block 97 
 4729047.859102 gen 2 block 92 
 4729094.788604 gen 2 block 17 
 6752517.340691 gen 2 block 22 
 6696946.943497 gen 2 block 63 
 4478229.339808 gen 2 block 72 
 5601190.288844 gen 2 block 5 
 3387308.713807 gen 2 block 54 
 5385529.785502 gen 2 block 90 
 3248183.835509 gen 2 block 41 
 3248023.940585 gen 2 block 51 
 4681471.823136 gen 2 block 13 
 4685328.148247 gen 2 block 66 
 3387264.746147 gen 2 block 61 
 5385426.302570 gen 2 block 24 
 5385431.212693 gen 2 block 84 
 5385432.402292 gen 2 block 57 
 3247983.736667 gen 2 block 18 
 3992672.913967 gen 2 block 86 
 4681318.862656 gen 2 block 64 
 5899514.934089 gen 2 block 39 
 5385437.293508 gen 2 block 37 
 5302907.270892 gen 2 block 89 
 5418043.465639 gen 2 block 49 
 3700660.532509 gen 2 block 95 
 3993113.774414 gen 2 block 70 
 3992769.879461 gen 2 block 27 
 5418136.987280 gen 2 block 87 
 3248125.543024 gen 2 block 80 
 5899801.400176 gen 2 block 55 
 3248012.453988 gen 2 block 10 
 3992682.784798 gen 2 block 23 
 3248085.030539 gen 2 block 60 
 3247970.989247 gen 2 block 93 
 6696944.628981 gen 2 block 29 
 3248057.919038 gen 2 block 75 
 4681338.092030 gen 2 block 69 
 3248041.082419 gen 2 block 35 
 3992777.238427 gen 2 block 77 
 3247969.952876 gen 2 block 47 
 3700741.069518 gen 2 block 46 
 3247965.458691 gen 2 block 58 
 6238747.724319 gen 2 block 15 
 6064382.171482 gen 2 block 52 
 3248062.215912 gen 2 block 34 
 3247997.230034 gen 2 block 78 
 5041909.672851 gen 2 block 83 
 5385437.539113 gen 2 block 25 
 4681444.830045 gen 2 block 12 
 3247984.649793 gen 2 block 20 
 2932253.290994 gen 2 block 48 
 3992711.279803 gen 2 block 30 
 5619213.474652 gen 2 block 36 
 5390738.589889 gen 2 block 67 
 3250627.663652 gen 2 block 42 
 5832022.596154 gen 2 block 32 
 3247974.296435 gen 2 block 11 
 3248471.486693 gen 2 block 81 
 6064333.080579 gen 2 block 44 
 3247985.169574 gen 2 block 74 
 5603589.605912 gen 2 block 56 
 3248318.465802 gen 2 block 82 
 3248097.637089 gen 2 block 79 
 3247975.270378 gen 2 block 19 
 3248018.660774 gen 2 block 68 
 6491420.755221 gen 2 block 71 
 3387245.771718 gen 2 block 14 
 9277456.036583 gen 2 block 91 
 4729039.187638 gen 2 block 94 
 3248010.529096 gen 2 block 16 
 3387260.771689 gen 2 block 59 
 4729110.304176 gen 2 block 21 
 5816289.752919 gen 2 block 8 
 7138190.060940 gen 2 block 38 
 3701189.172460 gen 2 block 1 
 4681315.912957 gen 2 block 43 
 5463767.537867 gen 2 block 40 
 3387389.110601 gen 2 block 45 
 5899514.618202 gen 2 block 0 
 3248106.460548 gen 2 block 96 
 3248040.649573 gen 2 block 98 
 3248010.132246 gen 2 block 4 
 3992674.277713 gen 2 block 62 
 4729192.611291 gen 2 block 85 
 5297825.217337 gen 2 block 76 
 6347620.532146 gen 2 block 88 
 3992672.520121 gen 2 block 7 
 4681370.401989 gen 2 block 31 
 3992704.734572 gen 2 block 26 
 3248098.310941 gen 2 block 28 
 7348988.983112 gen 2 block 99 
 6755612.994548 gen 2 block 33 
 3248053.446608 gen 2 block 53 
 6064243.307763 gen 2 block 6 
 5899952.773550 gen 2 block 65 
 3248175.560358 gen 2 block 50 
 3247984.598216 gen 2 block 9 
 6697031.631874 gen 2 block 73 
 3387682.816428 gen 2 block 3 
 4729103.534589 gen 2 block 2 
 5601132.679438 gen 2 block 97 
 3248125.543024 gen 3 block 80 
 3248037.335586 gen 3 block 27 
 3248134.073762 gen 3 block 92 
 3248023.940585 gen 3 block 51 
 3701243.914541 gen 3 block 22 
 5297654.968389 gen 3 block 89 
 3247997.230034 gen 3 block 78 
 3387308.713807 gen 3 block 54 
 3247976.684048 gen 3 block 90 
 2931976.786086 gen 3 block 72 
 3247967.730874 gen 3 block 30 
 3247989.197361 gen 3 block 15 
 5899514.404598 gen 3 block 39 
 3247983.736667 gen 3 block 18 
 3247972.070224 gen 3 block 86 
 3248915.866925 gen 3 block 87 
 3247967.669142 gen 3 block 5 
 3248062.215912 gen 3 block 34 
 3247974.296435 gen 3 block 11 
 3248140.717499 gen 3 block 17 
 5385431.212693 gen 3 block 84 
 3992777.238427 gen 3 block 77 
 3700660.532509 gen 3 block 95 
 3248183.835509 gen 3 block 41 
 3248041.082419 gen 3 block 35 
 2932198.693275 gen 3 block 63 
 3247967.447856 gen 3 block 42 
 4681336.222084 gen 3 block 36 
 4478064.687166 gen 3 block 13 
 3248085.030539 gen 3 block 60 
 3992682.784798 gen 3 block 23 
 4681387.533345 gen 3 block 57 
 3247965.458691 gen 3 block 58 
 3248012.453988 gen 3 block 10 
 5385423.243358 gen 3 block 37 
 3247977.058386 gen 3 block 24 
 3248065.391209 gen 3 block 44 
 4477632.150784 gen 3 block 69 
 3248019.520868 gen 3 block 55 
 3248938.059870 gen 3 block 66 
 5831951.298287 gen 3 block 32 
 6696944.586055 gen 3 block 29 
 3247978.222552 gen 3 block 20 
 3700741.069518 gen 3 block 46 
 5390738.589889 gen 3 block 67 
 2932006.755479 gen 3 block 12 
 3618451.382884 gen 3 block 64 
 5041909.672851 gen 3 block 83 
 3993113.774414 gen 3 block 70 
 2932253.290994 gen 3 block 48 
 3247965.075668 gen 3 block 81 
