read: 300 expected: 300
xCurrent 12159.333641,-16100.357965,18129.775323,28825.062798,79963.535624,57086.942600,-41943.331709,29288.181351,12090.192393,40654.030079,8423.171560,-70465.094633,711.125970,-22635.110834,33876.387792,-40036.629316,-7546.803558,-73815.040379,-47846.991183,-72276.239691,-28318.379057,6208.220582,44965.970796,-61998.567497,-63675.301504,-90630.702750,23637.262818,10462.414076,26316.979317,-58779.516862,-35988.843173,37473.287728,-948.299198,-33239.100335,14876.162186,-14912.385020,63049.579881,43952.781877,88402.495855,-9999.952218,-35095.174069,36994.576798,-31760.302973,-21952.554518,25884.092385,-57616.416519,-26192.091577,-42134.070727,37998.577566,5928.531967,806.060919,-27307.514576,-9016.633558,-5873.050398,-22131.421413,-43199.914325,24288.992047,-25959.621787,82823.919315,-67108.844851,-30539.712967,-51116.629135,95902.367196,-69672.012837,37012.689127,33332.252545,55245.164816,1691.079338,-181.319683,53607.742108,19651.852635,52475.287020,29011.263391,-20985.571371,-6369.261721,22517.291511,36169.722426,39548.319852,12268.253823,19609.573081,-40075.038206,-93054.107848,-11927.943004,-27453.667643,29474.362988,27345.880399,-4075.431709,-8426.669103,56327.029063,24003.839733,-75068.814613,87336.415337,78551.914372,6930.975467,26794.808822,50251.488199,45715.150318,55252.312684,-37180.349532,4935.991482,-11601.991600,13640.367565,51636.444876,8638.587559,14956.467777,66481.739010,-25323.502747,31098.721162,33156.771649,13595.402552,6619.706622,-58999.402057,-76072.854317,56678.859207,-16414.689851,25487.191091,34272.038980,-2779.154924,26016.153907,55825.248855,11006.493031,11877.250444,38417.587698,79396.381546,65332.518562,31942.847025,28268.961114,-732.428473,-3395.003762,29265.408501,-1278.447639,-29214.389268,-11427.554698,-10081.719614,85695.691534,46847.637314,-49804.355015,-69885.365694,-9778.990537,47827.110030,35687.553796,-49160.828619,34844.411200,-34079.231747,-39713.739708,71328.542125,-2721.437551,-1630.324417,12813.031769,-69761.780840,-34894.198090,-29518.390287,-37542.630312,93613.364533,6128.879177,-48109.204805,-25831.518299,-48456.137022,16551.694706,12983.711966,-25361.042561,22498.041250,-21675.151807,46166.282639,77645.751171,-23984.186052,-36120.787084,-88940.112495,2437.893852,-39747.684800,-12050.305490,40638.773115,21372.734727,2824.553265,36789.273713,-402.178077,-88026.749314,-61779.455456,42975.647501,-41167.155318,53779.496914,-21412.846560,-44965.665917,-57236.296833,-10284.824133,-9812.737429,13945.530121,44121.167386,-12109.200437,7769.181484,10354.183236,2629.038609,13204.251534,-11393.994876,-2278.913620,4374.201854,-9515.938339,-4226.380136,-16819.205530,884.794120
xCurrent 4684.050768,-4656.225610,10581.857321,-4664.306945,12209.108553,17506.072358,-2521.710150,35604.026208,1637.397717,-10233.536101,13719.585826,-8879.433639,-12642.469260,-19595.276348,2028.213282,-14208.007582,-8882.398910,-17023.267404,7613.491057,-24136.478780,5783.050741,8757.322017,3962.702048,-31164.500645,9902.494588,-13509.578553,16692.570402,-18398.941132,27554.662691,7832.109152,9697.038343,-335.302708,-9703.836030,-15185.091177,12298.010462,1654.423040,11348.187776,-9918.786432,19768.463457,-19911.808471,11513.680698,11528.070001,10180.568628,-20219.958739,6579.431051,-9466.468069,-3428.517936,-39087.931009,9828.442243,-4844.898642,5344.992984,27241.664391,-3975.049772,-5041.410096,31.582999,-21738.267901,18117.951218,2740.123180,13474.789564,-20584.559618,-15765.343256,-24836.507408,9543.600320,-20765.956002,33158.858349,6243.722227,23575.975101,3609.457351,984.748710,24336.881855,15484.564970,16527.627927,14168.551683,-1551.309683,1293.908698,31476.095408,26165.105175,13679.215620,12477.999839,-13279.208801,-18199.158891,-29172.527296,7387.459198,-9303.918077,6120.688439,18637.380921,6366.516572,183.604641,16466.245232,18754.876520,11177.290129,13497.335951,28854.223573,4978.954462,-2597.092447,3231.020471,6099.553161,10822.409745,-1883.231398,-13319.065933,-8216.903917,-13650.237802,24301.484700,10553.631336,-5859.030083,39526.843321,11202.614574,-15164.031118,2577.617791,-12329.577802,916.656121,-18258.152432,-2809.972282,26550.431108,1727.353552,6283.928049,22767.533209,11545.835421,20166.814315,13570.892167,7164.175353,15389.396295,724.130512,9539.709330,7850.069092,-5879.159736,14302.719450,-12395.490097,-2410.213761,-853.000517,13685.215031,-12886.131559,19681.684666,-19709.791947,18646.881999,7670.818805,-16342.107244,-23085.741243,3872.179798,4910.555934,13079.624099,-15301.344760,20206.641107,-20268.784123,1397.186721,-6743.063056,-20511.849044,-23164.847912,5023.417226,-12881.478978,-19803.437469,-24777.281842,-8476.502463,42877.574172,12405.057629,-16784.020517,-6433.047635,-13072.209442,8169.560174,14774.151841,-3344.429468,-7417.012741,11678.222491,15251.962788,22261.913007,9226.384188,-11312.255047,-21596.145290,6534.217844,16294.082781,12879.097857,9915.702476,14388.193954,5132.674676,10516.697010,19246.394666,-6782.076126,-41757.263162,329.366072,-35506.783490,9218.130249,22743.286771,-11340.883430,-21581.421571,13486.229510,-353.373292,1635.963352,-1456.914523,5528.378419,21622.087159,20419.618047,1951.242796,18763.057915,8770.070085,16782.886689,643.725139,12438.281064,291.864229,7111.657537,-26187.733327
xCurrent 3241.530058,-3066.458124,9974.152433,-11550.100549,8177.190727,12548.364977,1550.045923,28835.724777,2213.748663,-11134.566902,13296.582950,-5324.563699,-7561.439737,-13188.463401,3246.595876,-11896.529549,-4222.263701,-10677.746892,12460.935009,-14734.524849,6180.358338,5170.577493,4126.061077,-27188.843683,7203.118418,-8920.918201,15390.781672,-12966.229028,20881.079329,12468.964936,10247.754534,-9205.766669,-5973.986075,-11410.354912,9099.338259,-472.462657,9490.684233,-14375.558959,16181.535559,-15162.282743,9017.502878,7825.784356,13236.750619,-12430.652843,5569.488617,-6185.902423,873.148086,-32715.975710,7742.688839,-3038.647017,5130.162885,21334.366495,-626.929695,-4291.175980,1607.584332,-16520.281827,12945.611530,679.138410,10183.544898,-13581.607566,-9623.162246,-15949.417532,7283.002161,-20760.241870,22325.387743,3380.119904,16560.054008,1701.146951,6033.121551,18975.738725,13694.942890,15807.024882,12456.844924,-794.746317,3369.788716,25284.648611,18828.657830,8581.743124,10260.959688,-13575.859261,-11174.822788,-18106.256746,5268.887697,-6051.404926,6243.819862,13258.084652,5319.048749,-1610.413453,9521.656301,14436.070894,12476.864322,7923.028233,19729.726294,2648.209552,-478.271119,104.945016,4167.484602,5669.004094,395.652186,-8233.817003,-4691.130957,-10042.853919,18912.828333,13558.856320,-223.119173,31911.287001,8681.197278,-17436.853176,3033.633645,-7569.673895,2336.918490,-14443.676101,4559.645241,20952.732291,3421.518773,2418.335757,16779.539891,7170.668879,16464.402844,14750.948633,5182.732085,9577.102615,2514.895077,4033.465942,4607.501207,-4105.978361,13676.656024,-7231.716309,1102.440947,-797.938315,10019.090112,-15587.207191,16723.486034,-15605.213977,13878.138916,4900.513799,-10462.059601,-15950.411390,3149.936975,1682.657582,13997.625336,-9562.336988,17951.414368,-17646.112231,1804.031258,-9898.363472,-15078.370150,-20045.783969,4450.003870,-9167.504177,-12974.337941,-18226.422212,-1753.160536,34324.655798,8999.920052,-11609.699891,-2056.469429,-7766.336476,4834.817216,7605.493429,-971.469131,-5953.178974,10007.258194,9575.914992,15867.902796,5949.469196,-5731.292324,-12747.864644,6375.828789,15390.637335,12217.512066,5941.507410,11472.455218,3525.789947,10690.526778,16463.261965,-499.673888,-34794.877457,2469.611664,-30118.330425,6732.970827,17120.656659,-5732.374473,-12747.110873,16141.685843,556.503096,1870.076076,-2790.064687,7575.661695,16373.233750,18292.524757,1599.418500,14262.364184,5473.867366,17314.948772,1026.280367,9730.305817,273.168875,5750.585690,-24039.263792
xCurrent 2636.879718,-2574.306582,8947.289744,-13849.414856,7456.699274,9201.313393,3768.802310,21924.129849,2959.713453,-10313.627209,12164.431597,-3577.431504,-4645.142900,-9819.422190,3903.256797,-9264.756901,-1309.609641,-7103.449639,13277.918690,-10278.596140,6145.401673,3796.779693,4814.960952,-24815.848347,5558.465172,-7756.026766,14114.323687,-9133.921818,17553.576530,13836.210188,9508.107880,-12630.622799,-3440.865944,-8552.952815,7514.011169,-785.716937,7967.629379,-15109.615652,14693.855285,-10749.308868,8069.037123,5861.044293,13271.245196,-8617.593460,5540.298636,-4664.896784,2862.958112,-28898.240827,7046.670473,-2267.229497,5666.335927,15956.114451,1360.637327,-2856.399977,2881.364618,-12746.480130,10266.378140,-111.189815,8005.177005,-11129.948890,-6125.005397,-11609.718457,6703.545231,-19956.967891,16652.771145,1669.903140,12913.889430,551.207956,7224.604509,14713.117648,12040.799534,14222.199933,11030.061750,-375.906005,4709.567327,19085.440840,14783.869665,5872.691073,7510.843487,-13056.006887,-7311.189897,-13065.850546,4155.213797,-5152.394406,6364.262497,10117.779292,4699.935102,-1437.336874,7847.560291,10822.476284,11555.287178,5281.652486,14972.786516,1163.841105,1384.380708,-433.151197,4271.068473,4289.110587,1892.591482,-5722.291952,-2380.923643,-7317.068171,16043.958432,14155.878371,2874.408050,24440.681347,7451.326524,-17329.756892,3724.486086,-5445.799768,3353.400155,-11187.749880,6763.344061,16396.445763,4277.547717,1768.630820,13396.483458,4962.337375,14154.779898,14338.918973,5280.564954,7254.611528,3509.486705,2609.433735,3489.040587,-3204.373434,12816.310818,-4782.164985,2637.848263,-488.577770,7730.185384,-15232.779726,14963.762643,-11201.968292,11401.485851,3532.723278,-6556.088890,-11803.864738,3338.816599,1198.533706,13102.317656,-6573.221784,15661.770772,-12874.416439,2099.897995,-10282.599235,-9673.889146,-14965.158408,4735.707786,-7036.326138,-8275.424271,-13558.835509,2117.547634,26448.083956,6783.974518,-10394.985932,269.705378,-5200.892861,4355.062962,5511.793845,18.069747,-4638.076097,8701.037338,6942.235829,12705.960749,4251.793967,-2414.272092,-8451.518351,6324.765918,11686.810657,10844.540199,4049.530035,9860.911494,2514.131783,9833.376460,13672.765132,2062.588263,-30435.336905,3812.835208,-26982.372745,6560.430020,12767.463733,-2414.354529,-8451.471009,16445.296271,693.746628,2449.210110,-1907.439049,7677.091390,12609.846858,14800.330249,879.197247,11701.985056,3862.472259,16304.231587,989.185188,8486.502424,219.628183,5800.565930,-22461.388413
xCurrent 2141.535588,-2429.401298,7606.100575,-14019.075272,7314.038690,6654.014532,5138.563744,16404.880063,3701.637124,-8529.754533,11146.267549,-2457.600407,-2275.586990,-7119.837549,4356.625516,-7318.612755,686.070256,-4852.707282,12853.643859,-7158.681213,6233.902373,2859.049091,5154.892055,-22249.232274,4223.377057,-7292.932384,12885.565787,-6373.698790,14789.666877,13832.877006,8517.725954,-13685.171545,-1406.843094,-6180.868490,6761.204571,-670.985898,6377.998416,-14032.920721,13403.133900,-7522.181985,7631.574057,4579.922122,12526.400885,-5977.138516,5651.722261,-3654.820647,4117.679845,-25660.309885,6764.580410,-1823.113183,6219.153824,11896.789238,2690.750822,-1873.239826,3684.811012,-9883.162767,8827.614925,-302.236555,6121.000492,-10208.194637,-3405.413979,-8428.199793,5969.825331,-18124.726561,13408.748011,737.832804,10838.294930,80.473986,7494.559015,11531.973519,10629.710600,12275.361348,9997.651579,-77.197291,5664.397253,14272.824324,12329.533379,4253.821291,5823.648888,-12143.287943,-4314.023097,-9487.088849,3211.316130,-4860.779468,6471.234424,7984.758803,4667.725391,-1000.422165,7380.540717,8076.588640,10409.270891,3649.545257,12254.512474,434.001018,2742.707561,-340.947911,4594.602971,3505.626746,2974.693376,-4094.331052,-600.366820,-5250.656288,13600.705735,13544.413711,4640.935633,18328.867908,6198.356895,-15883.549605,4300.812059,-4068.492276,3987.200955,-8734.027411,7389.662608,12797.353392,4862.296437,1429.202974,11368.397367,3606.176194,12167.621874,13035.344337,5505.272999,5776.991720,4222.098709,1936.058722,2818.890425,-2790.731188,11764.087100,-3210.968122,3650.260525,-191.576599,6130.044227,-14052.431471,13551.048521,-7871.705864,9974.690110,2618.084188,-3658.151583,-8624.074950,3776.086930,1153.270887,12048.415089,-4539.250086,14079.159602,-9088.607859,3085.646857,-9444.194083,-5892.957828,-11031.050484,5004.406747,-5529.526844,-4893.608204,-9958.627980,4228.195563,19862.062999,5151.859276,-9722.991388,1865.409951,-3544.638951,4417.960730,4339.930050,1186.198955,-3248.482173,8023.898426,5165.253118,10854.860659,3167.962713,-138.942664,-5779.171516,6421.242536,9103.789603,9758.913005,2857.837058,8995.181446,1631.138888,9077.532414,11251.425944,3654.591271,-26926.538237,4640.992343,-24067.614622,6727.586824,9589.277838,-138.962338,-5779.181911,15071.848433,667.825236,3007.081351,-1207.820978,7578.800170,9970.072640,12458.996045,331.099583,10202.395589,2820.466710,13904.518220,534.403956,7883.379451,147.746881,5611.016301,-20256.474148
xCurrent 1834.154134,-2208.443438,6247.840432,-13228.515745,7249.370804,5152.570368,5892.760673,12622.808960,4337.401035,-6970.551846,10383.016652,-1733.919536,-554.949752,-5197.310101,4779.225972,-5920.971187,2001.080051,-3490.356561,12119.511915,-5138.403455,6351.576453,2230.884478,5107.775402,-19675.262241,3398.364418,-6605.604891,11934.218833,-4610.455871,12545.825860,12841.536227,7089.207053,-13590.040548,104.904766,-4467.132080,6461.601197,-437.417903,5272.450045,-12618.567758,12385.195445,-5446.152955,7454.250258,3502.218346,11731.658138,-4292.654040,5798.539538,-2974.948805,4723.662168,-22652.003239,6677.941625,-1524.570761,6567.527844,9132.512931,3572.707742,-1289.207933,4211.604799,-7915.512283,8060.577718,-258.886951,4786.687489,-9349.657064,-1445.623973,-6201.909634,5285.890514,-16109.006875,11556.014746,301.258564,9620.277629,-54.045770,7450.902353,9463.796811,9587.156065,10592.542550,9373.057040,-42.831105,6219.604432,10976.313694,10882.469160,3255.817889,4735.653983,-10929.824004,-2162.023311,-7013.634982,2629.119119,-4411.169313,6506.832782,6662.162693,4846.992158,-569.842225,7263.761371,6200.704332,9575.691077,2691.953641,10688.649000,130.444079,3639.488547,-170.475974,4921.937226,3098.838788,3730.957697,-3070.968623,748.833420,-3749.775500,11692.716368,12280.976310,5587.904279,14097.234415,5257.051564,-14183.531467,4740.095947,-3176.573367,4461.796199,-7021.869432,7469.389756,10422.772398,5276.232767,1178.533301,10181.609838,2755.010041,10675.091981,11522.037838,5696.160440,4900.989576,4751.831660,1539.847420,2340.495656,-2524.275878,10918.305327,-2260.574044,4325.687761,-32.300026,5056.313044,-12592.704868,12497.587663,-5713.228033,9159.579929,2009.864136,-1619.783792,-6368.896385,4226.554187,1242.013080,11211.298722,-3258.939609,12942.761036,-6614.101933,3960.160440,-7810.927904,-3331.366460,-8247.661228,5281.239245,-4479.547452,-2567.463075,-7409.909519,5335.096961,15279.759396,4129.721137,-8785.162473,2927.266803,-2544.616421,4643.012081,3671.224060,2145.561614,-2199.826958,7698.039581,3978.718635,9786.741646,2454.255376,1353.827409,-4161.491262,6484.875938,7498.770824,9055.572467,2129.736980,8461.761814,1201.055441,8483.100085,9507.942211,4523.708525,-23762.676570,4930.480399,-21259.085305,6883.656633,7363.852599,1353.807819,-4161.510832,12987.554457,388.004408,3571.996820,-619.341899,7400.334638,8282.859484,10904.004905,106.297827,9336.581290,2147.215296,12054.803765,259.597548,7567.548111,15.834644,5231.960379,-17947.893398
xCurrent 1484.923224,-1697.306706,4004.528452,-10305.759989,7194.440031,3179.866918,6674.045639,7575.257681,5254.555302,-4479.791503,9280.248376,-864.004853,1920.490387,-2464.830242,5491.428325,-3798.575194,3791.831488,-1854.510485,10707.801151,-2671.023552,6577.417527,1387.952616,4466.963667,-14517.674221,2416.335773,-5026.940154,10469.724585,-2423.520291,9398.832568,9899.246982,4319.213927,-10938.229355,2321.562334,-2021.689050,6152.926921,89.795734,3631.177689,-9495.414855,10811.100839,-2874.844309,7308.418744,1933.671412,10365.439817,-2230.735877,6128.449111,-1934.184699,4751.692041,-16662.889908,6697.550859,-1028.049124,6934.465757,5499.759322,4796.764361,-621.554625,5079.417800,-5035.588523,7102.411505,30.003730,3111.102299,-7190.460556,1368.423754,-3073.521535,4064.170287,-11972.260782,9189.873998,-10.225201,8032.185375,3.414500,7074.983428,6758.238228,8012.191602,7853.492805,8562.188817,-17.674532,6802.203871,6577.975340,9159.713625,1958.508514,3286.416833,-8245.900308,923.564618,-3563.944066,1934.765805,-3302.588467,6383.418542,4984.683920,5200.604807,196.711196,7198.445715,3713.580557,8491.937220,1535.127130,8670.132214,-13.566083,4852.753430,51.265454,5366.278401,2689.066303,4851.505096,-1761.331237,2721.062889,-1582.071613,9007.835530,9343.465400,6555.894418,8459.960522,3818.309677,-10603.513760,5460.878076,-1945.099354,5262.822019,-4482.309989,7194.059890,7323.189618,5878.276057,789.109140,8779.233368,1643.710458,8532.712807,8646.454467,5869.703199,3845.355643,5545.209617,1002.555133,1714.791623,-1999.198010,9659.321851,-1144.090284,5275.149984,106.416711,3565.406334,-9435.121196,10892.851886,-3025.145196,8211.893185,1185.109403,1270.795929,-3181.162888,4901.573898,1510.431248,9932.336532,-1697.268422,11227.183576,-3517.344865,5062.605203,-5030.539636,229.093203,-4329.613938,5803.387278,-2884.900439,693.601528,-3817.504922,6458.011369,9171.065805,2847.825310,-6584.861471,4392.029128,-1356.917174,5118.591111,2950.598268,3579.906754,-635.215116,7372.452880,2393.524868,8543.183411,1481.850695,3372.833278,-2208.923277,6445.245656,5475.175318,8185.685121,1212.173996,7816.623078,818.212541,7467.701494,6987.542916,4844.489864,-17468.856043,4624.430004,-15656.095795,7066.412233,4361.710757,3372.799139,-2208.954346,10046.354383,54.940548,4457.161670,332.058331,6914.123459,6063.784166,8799.221418,6.729716,8318.171152,1254.309352,9487.826322,27.439755,7261.517118,-106.751469,4280.553937,-13283.259976
xCurrent 1424.007095,-1543.645877,3538.872111,-9151.055301,7189.266862,2710.282142,6796.111707,6467.454125,5469.120632,-3860.513365,9018.924701,-692.800150,2494.648374,-1830.540875,5673.230493,-3272.529369,4207.196150,-1534.284615,10308.192460,-2180.449656,6637.407959,1192.954223,4123.144579,-12854.633219,2232.268436,-4539.464225,10093.199444,-1981.601921,8757.168381,8941.200067,3772.069031,-9722.326949,2839.057300,-1450.910604,6098.744258,259.232766,3254.100142,-8417.158590,10401.167338,-2354.842357,7274.818325,1646.365360,9998.256568,-1818.691564,6227.823471,-1664.782136,4449.122347,-14737.964078,6725.648319,-888.467369,6993.106049,4692.790980,5084.715407,-498.867008,5312.412164,-4338.760651,6904.039581,154.646949,2781.420225,-6386.512653,2021.500037,-2352.912445,3695.435968,-10608.596876,8678.827734,2.625103,7694.183240,82.185238,6909.220029,6147.854724,7641.173260,7130.329595,8374.751484,4.900918,6893.131036,5614.617344,8827.750259,1679.026080,2972.733599,-7361.946616,1640.116323,-2773.752368,1783.342719,-2871.551654,6304.800925,4612.280065,5293.342512,407.479884,7193.716063,3163.680714,8274.480090,1304.045111,8236.262927,29.703163,5136.077672,83.500728,5443.952964,2616.061385,5127.187901,-1480.758490,3180.666819,-1073.018919,8443.754250,8448.345544,6706.561309,7224.182026,3449.676946,-9405.172509,5650.529681,-1655.022145,5473.228137,-3861.917942,7032.512675,6630.503864,6027.363527,693.336248,8510.442065,1406.657992,8061.565301,7831.195832,5870.656383,3621.360986,5739.106967,878.192336,1582.986302,-1793.848525,9349.651207,-922.040244,5501.195368,118.616052,3212.129524,-8363.251744,10477.092286,-2480.240248,8035.521526,1010.674253,1937.783807,-2445.150957,5047.474214,1592.970320,9607.307397,-1380.519016,10781.055395,-2888.621034,5304.076450,-4335.984245,1044.660919,-3430.363605,5944.416077,-2484.520844,1442.951032,-2991.072581,6632.270156,7832.530480,2567.738659,-5797.206285,4732.920344,-1124.309640,5233.270942,2832.004038,3916.194120,-260.253188,7324.753547,2036.444504,8309.823165,1268.051114,3839.733092,-1825.958437,6378.503318,5033.050265,8017.571408,1028.846978,7707.726458,693.540001,7199.532666,6366.406057,4563.402187,-15444.983240,4300.105545,-13854.981469,7092.726071,3720.089594,3839.690814,-1825.993832,9410.730729,37.633497,4667.128230,570.174768,6748.567865,5553.114365,8347.233341,49.159714,8126.085997,1069.876435,8934.227139,36.931494,7220.067450,-99.138395,3921.240957,-11767.232605
xCurrent 1294.444551,-1136.998529,2831.209978,-7054.124734,7179.345943,1968.810476,6962.201112,4703.210631,5826.963366,-2837.620042,8584.407073,-430.351388,3418.906358,-806.335061,5980.722704,-2403.167867,4893.165189,-1041.720274,9622.140164,-1431.297359,6742.450218,882.540530,3449.355424,-9867.168000,1874.564224,-3393.968739,9450.289109,-1302.017398,7784.507138,7308.893734,2968.225352,-7508.762766,3670.622271,-528.529782,6015.773997,562.853281,2664.372070,-6491.214984,9698.646077,-1554.680406,7225.619086,1195.551446,9371.677053,-1188.573655,6403.628503,-1216.333970,3773.100022,-11305.023873,6785.517228,-650.705091,7071.418984,3411.166543,5561.673674,-313.339157,5704.741552,-3189.590535,6590.835973,399.953268,2278.225763,-4912.495617,3073.776084,-1188.756208,3053.496288,-8152.489597,7864.518510,95.586826,7157.794749,264.610256,6604.611147,5136.493060,7056.877735,5908.837275,8071.061170,39.735654,7016.071416,4082.203021,8322.485488,1234.517895,2438.030861,-5606.432007,2795.593446,-1496.926813,1593.944784,-2301.094615,6159.558888,3988.920575,5444.500872,760.300661,7183.918194,2297.113941,7941.966994,944.494770,7546.051595,164.693963,5606.009798,118.622786,5554.261922,2487.060618,5586.102955,-1037.412264,3919.503073,-251.891562,7581.195498,6926.549774,6912.361058,5254.397997,2835.136101,-7224.963961,5972.685311,-1185.578150,5827.654254,-2837.922704,6714.892285,5490.182105,6279.118410,535.192395,8101.637844,1031.505749,7332.200535,6449.172302,5854.776485,3243.167644,6063.385296,671.172601,1393.550213,-1405.293268,8837.217256,-583.280911,5878.366222,129.331199,2645.176909,-6443.952365,9762.349146,-1640.643525,7769.029135,737.381828,3012.515294,-1256.220356,5273.664120,1718.645001,9057.576778,-894.656004,10010.455140,-1918.373249,5703.312386,-3189.064584,2360.656244,-1977.493768,6187.124175,-1821.444159,2651.376658,-1655.878199,6870.939988,5697.607879,2169.478445,-4545.836510,5294.825507,-764.427662,5408.183694,2649.335271,4456.209712,342.834543,7256.796571,1477.617266,7958.184311,928.803371,4612.123200,-1238.906680,6232.009137,4299.177112,7760.815454,745.324317,7542.233940,503.212372,6765.847992,5321.957250,3892.518279,-11844.476443,3622.301738,-10631.007038,7126.361890,2703.347453,4612.062705,-1238.951347,8399.577216,76.232867,5004.316074,950.237500,6466.567851,4699.420744,7628.937003,178.610268,7833.948071,781.388682,8053.832038,116.779987,7165.821350,-75.151351,3258.751579,-9035.962211
xCurrent 1243.749690,-955.185604,2519.973997,-5946.539726,7173.534291,1627.771358,7021.659752,3883.512638,6006.440684,-2339.937601,8368.227946,-314.573848,3853.360473,-324.881773,6137.191807,-1979.597633,5231.811960,-823.097692,9267.392370,-1102.844637,6797.735797,738.597776,3069.096560,-8295.331424,1732.289363,-2876.663290,9119.916989,-1002.212522,7360.618692,6480.226727,2626.065330,-6327.544637,4061.040953,-95.082280,5978.473096,726.816134,2385.708514,-5458.318158,9335.629426,-1201.595589,7205.294278,990.282883,9050.204310,-911.852769,6497.952819,-995.435554,3353.255525,-9495.156486,6823.374593,-529.881791,7098.309109,2817.452597,5798.256236,-232.987125,5902.067420,-2631.707895,6445.038047,548.186882,2061.907635,-4149.300006,3568.421928,-640.595415,2726.590648,-6867.803871,7480.462487,196.931503,6906.328701,393.361832,6444.990241,4639.044287,6792.001308,5295.835837,7924.954641,55.677946,7059.514722,3371.084193,8101.148286,1028.089281,2202.752772,-4736.739606,3338.756904,-895.084482,1490.625717,-1924.897284,6084.340187,3677.534871,5516.653489,933.995390,7177.935361,1897.970811,7795.383600,782.608769,7221.363205,279.583034,5839.102919,125.234822,5601.033209,2415.963142,5815.159436,-832.807228,4266.650857,132.878351,7202.013409,6156.502728,6986.568376,4338.394884,2536.786428,-6084.635777,6137.434074,-961.919433,6006.708979,-2340.101792,6538.873737,4933.369748,6406.336767,458.591121,7922.564801,858.940609,7007.476306,5752.608294,5841.016208,3051.085685,6225.090251,570.264315,1316.476925,-1183.212413,8582.490836,-434.601290,6066.846506,129.115295,2374.010526,-5424.834759,9392.019869,-1269.772811,7653.091911,613.894349,3517.862518,-696.411748,5377.112953,1770.490980,8778.441497,-680.617667,9608.796111,-1489.349734,5901.486981,-2631.478812,2979.743043,-1292.270453,6313.115840,-1497.194794,3219.732828,-1026.541950,6957.362806,4704.201018,1973.803714,-3828.203715,5571.958860,-603.160746,5486.191712,2558.308817,4709.782302,623.697502,7229.388072,1222.173754,7805.868476,772.620759,4993.693573,-979.415016,6146.166219,3936.665301,7647.791957,618.970133,7469.353067,420.528939,6563.800165,4800.152405,3459.225938,-9946.506343,3220.996640,-8934.889596,7136.689907,2233.574507,4993.618516,-979.466426,7923.311917,150.396422,5162.345936,1124.848830,6328.656439,4274.837096,7291.359977,288.445461,7705.877342,651.036119,7639.472146,207.574981,7147.814322,-55.937403,2901.696079,-7595.145728
